SMILES_ori,SMILES_opt,PROPERTY_opt,SIMILARITY_ori_opt
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)NCCc1ncc(-c2ccc(C(C)(C)C)cc2)s1,0.9334416433748277,0.2535211267605634
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1ccc(-n2ncc(C(=O)N(C)CC(C)(C)O)c2C)cc1Cl,0.9340599548067007,0.4393939393939394
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,O=C([O-])c1cnn(-c2ccc(O)c(Cl)c2)c1C1CC1,0.9214429867794403,0.5254237288135594
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1ccc(CNC(=O)c2ccc(CN3CCOCC3)cc2)cc1,0.9193875184281318,0.2222222222222222
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1ccc(N(C)CCNC(=O)C(C)n2cncn2)cc1C,0.8820274864745229,0.23376623376623376
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1ccsc1CNC(=O)c1cnn(C(C)C)c1C1CC1,0.9163493822281561,0.391304347826087
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)NCCN(C)C(=O)c1cnn(-c2ccc(F)cc2)c1C,0.9088991754787464,0.38235294117647056
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,COC(=O)N1CCN(C(=O)c2cnn(-c3ccc(C)cc3)c2C)CC1,0.8372408054020367,0.3088235294117647
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,NC(=O)c1ccc(-n2ncc(C(=O)[O-])c2C2CC2)cc1Cl,0.9049551546954289,0.5081967213114754
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1c(C(=O)NCCC(=O)N(C)C)cnn1-c1ccc(Cl)cc1,0.9095335691852623,0.4090909090909091
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1ccc(CCNC(=O)c2cc3c([nH]c2=O)CCCC3=O)cc1C,0.8987601669247541,0.2631578947368421
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)n1cc(C(=O)Nc2ccc(Cl)cc2F)c(C2CC2)n1,0.941135789535884,0.28
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)Nc1ccc(-c2csc(NC(C)=O)n2)cc1,0.9043714991222462,0.15714285714285714
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CNC(=O)CN(C)C(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C,0.9290583672592446,0.45454545454545453
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,O=C([O-])c1cnn(-c2ccc(O)c(Cl)c2)c1C1CC1,0.9214429867794403,0.5254237288135594
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1ccc(-n2ncc(C(=O)NCCC(=O)n3nc(C)cc3C)c2C)cc1,0.7536898896347971,0.36619718309859156
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1ccc(CCNC(=O)c2cccnc2)cc1C,0.9110765363400484,0.2753623188405797
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(C)(C)CNC(=O)c1cn(-c2ccccc2)nc1C1CC1,0.9381826174354904,0.29577464788732394
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)NCC1CCCN(C(=O)c2cn3ccc(C)cc3n2)C1,0.9361824938771695,0.2625
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1ccc(-n2ncc(C(=O)NCC(C)C)c2C)cc1,0.929114912156297,0.359375
CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,Cc1c(C(=O)NC(C)C(=O)N2CCOCC2)cnn1-c1cccc(Cl)c1,0.882501413102001,0.32894736842105265
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,Cc1cc2n(n1)CCC(=O)N2C(C)C(=O)NCCc1ccccc1,0.9088043964136981,0.14606741573033707
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,O=C(c1ccc(=O)[nH]c1)N(Cc1ccco1)C1CCCCC1,0.9437072160386382,0.1411764705882353
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,Fc1ccc(C[NH+]2CCCC2C2CCCCO2)c(Cl)c1,0.9054818855156904,0.15853658536585366
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CNC(=O)C1CC[NH+](C(C)c2ccc3ccccc3c2)C1,0.8802988238457186,0.2236842105263158
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(C)c1ccc(NC(=O)C(C)N2CCS(=O)C(C)C2)cc1,0.9267811331737797,0.16049382716049382
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,Cc1ccccc1CC1CCCCN1C(=O)c1ccc(=O)[nH]c1,0.9474388554573919,0.1511627906976744
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1ccc(Cl)cc1)[NH+]1CCCC1C1CCCCO1,0.9046362228081325,0.22972972972972974
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1cccc2ccccc12)[NH+]1CCC(CC(=O)N2CCCC2)C1,0.9116285658799236,0.2073170731707317
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC([NH2+]C(C)C1COc2ccccc2O1)c1cccn1C,0.9324357634258899,0.12345679012345678
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,O=C(c1ccc(=O)[nH]c1)N1CCCC1c1ccc(Cl)cc1,0.9268954499082863,0.12048192771084337
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,COc1ccc(NC(=O)[NH+]2CCCC2c2ccc(C)c(C)c2)cc1F,0.8969092252206445,0.1724137931034483
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1cccc2ccccc12)[NH+]1CCC(C(=O)N(C)C)C1,0.919308157179487,0.2236842105263158
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(C(=O)Nc1ccc2c(c1)COC2)[NH+]1CCC2(CCCC2)C1,0.8944463466557162,0.18072289156626506
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,O=C(CCc1ccc(Br)cc1)c1ccc(=O)[nH]c1,0.8829739025181805,0.0759493670886076
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,Fc1ccc(-n2cc(C[NH+]3CCCC3C3CCCCO3)cn2)cc1,0.9311469248473624,0.1348314606741573
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC1CCC[NH+](C(C)C(=O)Nc2cccc3ccccc23)CC1,0.8977255067054026,0.2631578947368421
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC1CCC1NC(=O)C(C)[NH+]1CCCC1c1ccccn1,0.8715380129188265,0.2857142857142857
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,O=C(c1ccc(=O)[nH]c1)N1CCCC1c1ccc(Cl)cc1,0.9268954499082863,0.12048192771084337
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1ccc(C(F)(F)F)cc1)[NH+]1CCCC1C1CCCCO1,0.8979488803455813,0.22077922077922077
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1cccc2ccccc12)[NH+]1CCC(C2CN(C)CCO2)C1,0.9310601161665052,0.1511627906976744
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(C(=O)Nc1ccccc1C(F)(F)F)[NH+]1CCCSCC1,0.887700634474717,0.21794871794871795
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(C)c1ccccc1C1CC1C(=O)c1ccc(=O)[nH]c1,0.872144124942103,0.17721518987341772
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1ccc(Cl)cc1)[NH+]1CCCC1C1CCCOC1,0.9049352811386705,0.24324324324324326
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1cccc2ccccc12)[NH+]1CCC(CN2CCOCC2)C1,0.927464863155679,0.15294117647058825
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(NC(=O)CN1C([O-])=CC(Cl)=CC1C(F)(F)F)c1ccccn1,0.8891708229306691,0.13043478260869565
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,O=C(c1ccc(=O)[nH]c1)N(Cc1ccc(F)cc1)C1CC1,0.9374453385286518,0.10843373493975904
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1ccc(C(F)(F)F)cc1)[NH+]1CCCC1C1CCCCO1,0.8979488803455813,0.22077922077922077
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(C(=O)Nc1cccc2ccccc12)[NH+]1CCCCCC1,0.8969596085423965,0.2361111111111111
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(C(=O)Nc1ccc(Cl)cc1)[NH+]1CCCC1c1ccccc1,0.8876660565805331,0.28378378378378377
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CCNC(=O)C1(C)CN(C(=O)c2cc3ccccc3[nH]2)C1,0.9023015683842042,0.11764705882352941
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1ccc(N2CCCC2)cc1)[NH+]1CCCC1C1CCCCO1,0.9145245375015199,0.21794871794871795
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,Cc1ccccc1C(=O)NCC1COc2ccccc2O1,0.9414549679735116,0.13924050632911392
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CCS(=O)(=O)C(C)C(=O)Nc1ccc(C(C)(C)C)cc1,0.9291345888534224,0.11842105263157894
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CCC1c2ccccc2CCN1C(=O)c1ccc(=O)[nH]c1,0.9198878682838452,0.12941176470588237
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,COc1ccc(C(=O)[NH+]2CCCC2c2ccc(C)c(C)c2)cc1O,0.9113935146413786,0.1686746987951807
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(c1cccc2ccccc12)[NH+]1CCC(C(=O)N(C)C)C1,0.919308157179487,0.2236842105263158
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,CC(NC(=O)C(C)n1ccnc1C#N)c1ccco1,0.9055942606139833,0.11627906976744186
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,Cc1ccc(CN(C(=O)c2ccc(=O)[nH]c2)C(C)C)cc1,0.9382272474611727,0.1111111111111111
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,Cc1ccc(C(C)[NH+]2CCCC2C2CCCCO2)o1,0.906358987646634,0.22972972972972974
CC(C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCCC1C1CC=CS1,O=C(Nc1ccccc1OCC(F)(F)F)c1ccccc1,0.9292418288118927,0.10256410256410256
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1cc(C)c(Br)s1,0.8465176655249533,0.5084745762711864
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1ccc(Cl)c(NC(C)=O)c1,0.905706443592519,0.6206896551724138
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(NCC1Cc2ccccc2O1)c1cc(Cl)c(Cl)cn1,0.9441057310201865,0.2
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,Cc1ccc(C(C)NC(=O)CN(C)C(=O)c2ccncc2Cl)o1,0.9108483712465735,0.19230769230769232
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1cccc(Cl)c1Cl,0.8517872922993601,0.5818181818181818
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1cc(C(N)=O)cs1,0.8855794972997998,0.5254237288135594
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,COc1ccccc1CNC(=O)c1ccc(C)c(Cl)c1,0.9340004195144052,0.1643835616438356
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC(=O)Nc1ccc(F)cc1)C(=O)c1ccncc1Cl,0.9133460930924703,0.2676056338028169
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1ccc(Cl)cc1Cl,0.8517872922993601,0.6111111111111112
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1ccc(C)cc1O,0.9056623500709939,0.5535714285714286
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CN(Cc1cccc(Cl)c1)C(=O)c1cc(O)c(Cl)cn1,0.9453524981282714,0.2112676056338028
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(c1ccncc1Cl)N(Cc1ccc(O)cc1)CC(F)(F)F,0.9208405613413929,0.2112676056338028
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1ccc(Nc2ccccc2)nc1,0.885006669882006,0.5483870967741935
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)Nc1ccc(Cl)cc1C,0.9231572871364871,0.5081967213114754
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(NCC1Cc2cccc(F)c2O1)c1ccncc1Cl,0.9481050606034447,0.17721518987341772
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(c1ccncc1Cl)N(Cc1ccc(O)cc1)CC1CCCO1,0.9021951907932018,0.2876712328767123
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1cncc(Br)c1,0.8567418049985838,0.6
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1c(C)nn(CC)c1C,0.8281829691441687,0.48333333333333334
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(NCCC1CCCO1)c1ccncc1Cl,0.8946108518167017,0.2222222222222222
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CN(C(=O)c1ccncc1Cl)C1CCC[NH+](Cc2ccccc2)C1,0.9214955077226396,0.21518987341772153
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1ccc(Cl)cc1Cl,0.8517872922993601,0.6111111111111112
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1ccc(Cl)c(NC(C)=O)c1,0.905706443592519,0.6206896551724138
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(NCc1ccc(OC2CCOC2)cc1)c1ccncc1Cl,0.9142861390404411,0.26666666666666666
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(c1ccncc1Cl)N(Cc1ccc(O)cc1)C1CCCCC1,0.8930083561926251,0.2222222222222222
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)Nc1ccc(Cl)c2cccnc12,0.9260137757928716,0.5
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1ccc(Cl)cc1Cl,0.8517872922993601,0.6111111111111112
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,COc1ccc(CN(C(=O)c2ccncc2Cl)C2CC2)cc1,0.8468953685984795,0.2361111111111111
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(c1ccncc1Cl)N(Cc1ccc(O)cc1)C1CCCCC1,0.8930083561926251,0.2222222222222222
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)Nc1ccc(Cl)c(Cl)c1,0.9153425688270257,0.5254237288135594
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1ccc(NC(C)=O)cc1,0.9036005916770794,0.5714285714285714
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC(C)(C)C)C(=O)c1ccncc1Cl,0.8297244335017762,0.3114754098360656
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(c1ccncc1Cl)N(Cc1ccc(O)cc1)C1CCC1,0.936667447273719,0.22857142857142856
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)Nc1cccc2cccnc12,0.9433949319206125,0.484375
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)Cc1c[nH]c2cc(C)ccc12,0.9225638606388548,0.4393939393939394
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CNC(=O)c1ccc(CN(C)C(=O)c2ccncc2Cl)cc1,0.9413430976239748,0.2112676056338028
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(c1ccncc1Cl)N(Cc1ccc(O)cc1)CC1CCCO1,0.9021951907932018,0.2876712328767123
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1sc(Cl)c2c1CCC2,0.8524873420430659,0.5
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(CC1CCOC1)C(=O)c1ccc(Cl)c(NC(C)=O)c1,0.905706443592519,0.6206896551724138
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,O=C(Nc1ccc2c(c1)COC2)c1ccncc1Cl,0.9157533853293675,0.19718309859154928
CCN(CC1CCOC1)C(=O)c1ccnc(Cl)c1,CCN(Cc1ccc(O)cc1)C(=O)c1ccncc1Cl,0.9411767644279372,0.296875
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1cc(C)cc(NC(=O)CS(=O)Cc2ccccc2C)c1,0.91767584980031,0.4166666666666667
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccc(C)c(NC(=O)C(C)S(=O)Cc2ccccc2)c1,0.9164454678703893,0.2909090909090909
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1nn(C)c(C)c1CNC(=O)CCc1ccccc1,0.9066278140265291,0.25
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccccc1CS(=O)Cc1ccc(O)cc1,0.9165803474230488,0.525
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccc(C(C)NC(=O)CCc2ccc(C(C)(C)C)cc2)o1,0.8693901736622315,0.16393442622950818
Cc1ccccc1CS(=O)CCCc1ccccc1,O=C(CCc1ccccc1)Nc1ccccc1C(F)(F)F,0.895474278807337,0.2549019607843137
Cc1ccccc1CS(=O)CCCc1ccccc1,COc1ccc(C)cc1NC(=O)CCc1ccccc1C,0.9038982023544428,0.26785714285714285
Cc1ccccc1CS(=O)CCCc1ccccc1,NC(=O)c1ccc(CS(=O)Cc2ccccc2)cc1,0.9078003126407189,0.3181818181818182
Cc1ccccc1CS(=O)CCCc1ccccc1,CCOc1ccccc1NC(=O)CCc1ccccc1,0.8688049230529463,0.24528301886792453
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccccc1CS(=O)Cc1ccc(C(N)=O)cc1,0.9183388202259519,0.4772727272727273
Cc1ccccc1CS(=O)CCCc1ccccc1,CC(C)S(=O)(=O)C(C)C(=O)NCCc1ccccc1,0.8614281717748303,0.26
Cc1ccccc1CS(=O)CCCc1ccccc1,CN(C)C(=O)c1ccc(NC(=O)CCc2ccccc2)cc1,0.9219006836175135,0.24528301886792453
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccccc1C(=O)NC(C)c1c(C)noc1C,0.919988067016343,0.1724137931034483
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccc(C)c(NC(=O)C(C)S(=O)Cc2ccccc2)c1,0.9164454678703893,0.2909090909090909
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1cc(C)cc(N(C)C(=O)CNC(=O)Cc2ccccc2)c1,0.9227080362280341,0.21428571428571427
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccccc1CS(=O)Cc1ccc(C(N)=O)cc1,0.9183388202259519,0.4772727272727273
Cc1ccccc1CS(=O)CCCc1ccccc1,CNC(=O)c1ccc(CS(=O)Cc2ccccc2)cc1,0.9181080743284582,0.32608695652173914
Cc1ccccc1CS(=O)CCCc1ccccc1,O=C(CCc1ccccc1)NCc1ccc2c(c1)OCCO2,0.9228040667336168,0.21052631578947367
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccccc1CS(=O)CC(=O)NC1CCCCC1,0.9070149739434874,0.4
Cc1ccccc1CS(=O)CCCc1ccccc1,CC1CCN(C(=O)C(C)S(=O)CCc2ccccc2)C(C)C1,0.835825078744531,0.27586206896551724
Cc1ccccc1CS(=O)CCCc1ccccc1,CC(C(=O)NCCc1ccccc1)S(=O)(=O)c1nccs1,0.8766680177716227,0.21311475409836064
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccccc1CS(=O)Cc1ccc(C(N)=O)cc1,0.9183388202259519,0.4772727272727273
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccc(C)c(NC(=O)C(C)S(=O)Cc2ccccc2)c1,0.9164454678703893,0.2909090909090909
Cc1ccccc1CS(=O)CCCc1ccccc1,O=C(CCc1ccccc1)Nc1cccc(F)c1C(=O)[O-],0.9102081657621928,0.21428571428571427
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1csc(NC(=O)C(C)S(=O)Cc2ccccc2C)n1,0.9202469114322418,0.3157894736842105
Cc1ccccc1CS(=O)CCCc1ccccc1,Cc1ccc(C)c(NC(=O)C(C)S(=O)Cc2ccccc2)c1,0.9164454678703893,0.2909090909090909
Cc1ccccc1CS(=O)CCCc1ccccc1,CN(C)C(=O)c1ccc(NC(=O)CCc2ccccc2)cc1,0.9219006836175135,0.24528301886792453
