protein_file,score,vina_score,features,label
/home/sl160/vina_docking_results/1b74_protein_H.pdb,4.086649906846841,4.505,"[-0.6931472, -0.6931472, 24.378082, -0.6931472, -0.6931472, -0.6931472, -0.682967, 18.160652]",False
/home/sl160/vina_docking_results/1ayv_protein_H.pdb,5.288783076439768,6.282,"[-0.6931472, -0.6931472, 39.672367, -0.6931472, -0.6931472, -0.6931472, -0.6931453, 23.608429]",False
/home/sl160/vina_docking_results/1b8y_protein_H.pdb,5.918778403565745,8.972,"[-0.6931472, -0.6931472, 18.163263, -0.6931472, -0.6931472, -0.6931219, -0.6931466, 29.135706]",True
/home/sl160/vina_docking_results/1b9s_protein_H.pdb,4.88936711862986,6.721,"[-0.6931472, -0.6931472, 3.9153023, -0.6931472, -0.6931472, -0.6931472, 1.7954166, 23.620747]",False
/home/sl160/vina_docking_results/1ayu_protein_H.pdb,6.225253101312769,7.395,"[-0.6931472, -0.6931472, 47.33612, -0.6931472, -0.6931472, -0.6931472, -0.6931471, 28.234251]",False
/home/sl160/vina_docking_results/1b9t_protein_H.pdb,5.6919803546388135,7.592,"[-0.6931472, -0.6931472, 10.072056, -0.6931472, -0.6931472, -0.6931472, 4.344565, 26.641823]",False
/home/sl160/vina_docking_results/1b9v_protein_H.pdb,5.889709466353542,7.626,"[-0.6931472, -0.6931472, 12.666363, -0.6931472, -0.6931472, -0.6931472, 0.6551777, 28.94966]",False
/home/sl160/vina_docking_results/1b6m_protein_H.pdb,6.860286717732451,10.671,"[-0.6931472, -0.6931472, 12.57777, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 34.990242]",True
/home/sl160/vina_docking_results/1bkj_protein_H.pdb,16.019712458286573,10.129,"[-0.6931472, -0.6931472, 54.038357, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 83.26867]",True
/home/sl160/vina_docking_results/1bky_protein_H.pdb,3.85888220212706,4.431,"[-0.6931472, -0.6931472, 6.6988087, -0.6931472, -0.6931472, -0.69314677, -0.5918998, 18.433075]",False
/home/sl160/vina_docking_results/1bdl_protein_H.pdb,11.247375498117322,7.617,"[-0.6931472, -0.6931472, -0.6931149, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 61.115]",False
/home/sl160/vina_docking_results/1bl6_protein_H.pdb,5.382711397577952,6.949,"[-0.6931472, -0.6931472, -0.6931434, -0.6931472, -0.6931472, -0.69313574, -0.6931472, 27.798355]",False
/home/sl160/vina_docking_results/1bl7_protein_H.pdb,6.01708508895075,9.034,"[-0.6931472, -0.6931472, -0.69314516, -0.6931472, -0.6931472, -0.6930048, -0.6931472, 31.40233]",True
/home/sl160/vina_docking_results/1bmk_protein_H.pdb,5.913627643476385,7.456,"[-0.6931472, -0.6931472, -0.6917998, -0.6931472, -0.6931472, -0.6931097, -0.6931472, 30.814352]",False
/home/sl160/vina_docking_results/1bdr_protein_H.pdb,13.06042672581609,9.642,"[-0.6931472, -0.6931472, -0.6931411, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 71.414795]",True
/home/sl160/vina_docking_results/1b6p_protein_H.pdb,7.207551936617126,11.045,"[-0.6931472, -0.6931472, 5.320662, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 37.620377]",True
/home/sl160/vina_docking_results/1bkm_protein_H.pdb,4.682118433072325,6.159,"[-0.6931472, -0.6931472, -0.68722165, -0.6931472, -0.6931472, -0.69312894, -0.6783781, 23.812134]",False
/home/sl160/vina_docking_results/1bnm_protein_H.pdb,7.03065491279283,7.276,"[-0.6931472, -0.6931472, 20.129784, -0.6931472, -0.6931472, -0.6931472, -0.6931438, 35.274025]",False
/home/sl160/vina_docking_results/1bnq_protein_H.pdb,7.360513687126747,6.715,"[-0.6931472, -0.6931472, 24.707497, -0.6931472, -0.6931472, -0.6931472, -0.69304305, 36.733234]",False
/home/sl160/vina_docking_results/1bmq_protein_H.pdb,4.798068030017564,7.576,"[-0.6931472, -0.6931472, 12.542574, -0.6931472, -0.6931472, -0.6931472, 0.37433076, 22.86741]",False
/home/sl160/vina_docking_results/1br5_protein_H.pdb,4.3664445821129405,7.5,"[-0.6931472, -0.6931472, 7.2981405, -0.6931472, -0.6931472, -0.6931472, -0.6931096, 21.30115]",False
/home/sl160/vina_docking_results/1bqm_protein_H.pdb,0.0996329273483956,8.653,"[-0.6820492, -0.6931469, 7.239244, 3.4892578, -0.693147, -0.46434465, -0.69024646, 4.9492903]",True
/home/sl160/vina_docking_results/1bug_protein_H.pdb,5.656188031605693,4.588,"[-0.6931472, -0.6931472, 23.619913, -0.6931472, -0.6931472, -0.69314706, -0.62297004, 27.122658]",False
/home/sl160/vina_docking_results/1btn_protein_H.pdb,3.609096269017296,3.919,"[-0.6931472, -0.6931472, -0.6931466, -0.6931472, -0.6931472, -0.6816653, 4.480714, 15.745508]",False
/home/sl160/vina_docking_results/1bl4_protein_H.pdb,5.60621546795513,7.929,"[-0.6931472, -0.6931472, -0.64278996, -0.6931472, -0.6931472, -0.6931472, -0.6931018, 29.063473]",False
/home/sl160/vina_docking_results/1bsk_protein_H.pdb,5.215839377263937,7.365,"[-0.6931472, -0.6931472, -0.46057853, -0.6931472, -0.6931472, -0.6931472, -0.6931467, 26.82929]",False
/home/sl160/vina_docking_results/1bzf_protein_H.pdb,4.962995538235981,8.573,"[-0.6931472, -0.6931472, 9.384556, -0.6931472, -0.6931472, -0.6931472, -0.69267917, 24.500948]",True
/home/sl160/vina_docking_results/1bzs_protein_H.pdb,5.948605533290779,10.14,"[-0.6931472, -0.6931472, 15.468269, -0.6931472, -0.6931472, -0.6931418, -0.69314706, 29.54924]",True
/home/sl160/vina_docking_results/1bzj_protein_H.pdb,5.218867315450871,9.038,"[-0.6931472, -0.6931472, 13.876095, -0.6931472, -0.6931472, -0.6931472, -0.5963595, 25.510633]",True
/home/sl160/vina_docking_results/1bzc_protein_H.pdb,5.397397042601625,8.48,"[-0.6931472, -0.6931472, 10.314152, -0.6931472, -0.6931472, -0.6931472, -0.6250239, 26.858515]",True
/home/sl160/vina_docking_results/1c3r_protein_H.pdb,35.76410673887631,9.193,"[-0.6931472, -0.6931472, 47.29539, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 196.04568]",True
/home/sl160/vina_docking_results/1c50_protein_H.pdb,4.5807562017423615,8.45,"[-0.6931472, -0.6931472, -0.6333313, -0.6931472, -0.6931472, -0.6931472, -0.20354995, 23.048702]",True
/home/sl160/vina_docking_results/1c85_protein_H.pdb,4.529499041263515,6.642,"[-0.6931472, -0.6931472, 14.8323345, -0.6931472, -0.6931472, -0.6931472, -0.5403147, 21.486212]",False
/home/sl160/vina_docking_results/1c8k_protein_H.pdb,4.018828408188737,10.115,"[-0.6931472, -0.6931472, 1.4712765, -0.6931472, -0.6931472, -0.69314533, -0.6651069, 19.843393]",True
/home/sl160/vina_docking_results/1cbr_protein_H.pdb,16.962114327506825,8.722,"[-0.6931472, -0.6931472, 6.656299, -0.6931472, -0.6931472, -0.6931472, -0.23538268, 92.73811]",True
/home/sl160/vina_docking_results/1c8l_protein_H.pdb,5.278933513136476,7.7,"[-0.6931472, -0.6931472, 6.303997, -0.6931472, -0.6931472, -0.6931472, 8.831717, 22.910147]",False
/home/sl160/vina_docking_results/1cil_protein_H.pdb,6.584597586672996,6.716,"[-0.6931472, -0.6931472, 30.331745, -0.6931472, -0.6931472, -0.6931472, -0.69313973, 31.815916]",False
/home/sl160/vina_docking_results/1cim_protein_H.pdb,6.3040237386643625,6.555,"[-0.6931472, -0.6931472, 22.130375, -0.6931472, -0.6931472, -0.6931472, -0.69269246, 30.964705]",False
/home/sl160/vina_docking_results/1caq_protein_H.pdb,7.829051981570132,10.448,"[-0.6931472, -0.6931472, 27.541368, -0.6931472, -0.6931472, -0.693146, -0.6931472, 39.13831]",True
/home/sl160/vina_docking_results/1cin_protein_H.pdb,7.439250925341325,6.581,"[-0.6931472, -0.6931472, 23.668818, -0.6931472, -0.6931472, -0.6931472, -0.69234, 37.274345]",False
/home/sl160/vina_docking_results/1cqp_protein_H.pdb,4.13871097153345,8.042,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931373, -0.6931472, 20.73129]",True
/home/sl160/vina_docking_results/1ctr_protein_H.pdb,5.589467067318307,7.544,"[-0.6931472, -0.6931472, -0.69313824, -0.6931472, -0.6931468, -0.6931295, -0.69314635, 28.972925]",False
/home/sl160/vina_docking_results/1czc_protein_H.pdb,3.2780332790807107,3.809,"[-0.6931472, -0.6931472, 13.549078, -0.6931472, -0.6931472, -0.6931472, -0.68624806, 14.549124]",False
/home/sl160/vina_docking_results/1cze_protein_H.pdb,2.764321799212156,3.834,"[-0.6931472, -0.6931472, 11.155119, -0.6931472, -0.6931472, -0.6931472, -0.59169096, 11.811235]",False
/home/sl160/vina_docking_results/1d2s_protein_H.pdb,6.691495895528848,11.525,"[-0.6931472, -0.6931472, 18.77686, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 33.46984]",True
/home/sl160/vina_docking_results/1d3q_protein_H.pdb,7.158969857072341,9.114,"[-0.6931472, -0.6931472, 11.45602, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 36.788643]",True
/home/sl160/vina_docking_results/1d4h_protein_H.pdb,7.593973154485437,11.609,"[-0.6931472, -0.6931472, 13.530567, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 39.07195]",True
/home/sl160/vina_docking_results/1csh_protein_H.pdb,6.4164123580711045,8.448,"[-0.6931472, -0.6931472, 3.537602, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 33.287487]",True
/home/sl160/vina_docking_results/1d5j_protein_H.pdb,6.01741599013843,7.366,"[-0.6931472, -0.6931472, 16.4805, -0.6931472, -0.6931472, -0.6929763, -0.69312716, 29.84865]",False
/home/sl160/vina_docking_results/1d7i_protein_H.pdb,2.4999039268759025,2.817,"[-0.6931472, -0.6931472, 1.9256158, -0.6931472, -0.6931472, -0.6931471, -0.6916913, 11.183586]",False
/home/sl160/vina_docking_results/1d4l_protein_H.pdb,13.23447419329584,10.965,"[-0.6931472, -0.6931472, -0.6931151, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 72.40354]",True
/home/sl160/vina_docking_results/1d7j_protein_H.pdb,2.230025285376116,3.779,"[-0.6931472, -0.6931472, 2.846379, -0.6931472, -0.6931472, -0.6931472, -0.6778303, 9.561691]",False
/home/sl160/vina_docking_results/1d7x_protein_H.pdb,7.644753472514508,8.571,"[-0.6931472, -0.6931472, 28.915485, -0.6931472, -0.6931472, -0.6931467, -0.6931358, 37.96685]",True
/home/sl160/vina_docking_results/1csr_protein_H.pdb,6.753456130028285,8.449,"[-0.6931472, -0.6931472, 9.897755, -0.6931472, -0.6931472, -0.6931472, -0.69314694, 34.626102]",True
/home/sl160/vina_docking_results/1d8m_protein_H.pdb,6.167668342261371,8.431,"[-0.6931472, -0.6931472, 16.291645, -0.6931472, -0.6931472, -0.69201577, -0.69314486, 30.720472]",True
/home/sl160/vina_docking_results/1d8f_protein_H.pdb,7.174698808815861,8.813,"[-0.6931472, -0.6931472, 25.385359, -0.6931472, -0.6931472, -0.6931451, -0.69314647, 35.616276]",True
/home/sl160/vina_docking_results/1csi_protein_H.pdb,6.275442122081654,7.936,"[-0.6931472, -0.6931472, 6.3943157, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 32.227886]",False
/home/sl160/vina_docking_results/1css_protein_H.pdb,7.017303478051529,8.491,"[-0.6931472, -0.6931472, 10.514832, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 36.0691]",True
/home/sl160/vina_docking_results/1db1_protein_H.pdb,7.221348785631358,11.762,"[-0.6931472, -0.6931472, 19.982412, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 36.37069]",True
/home/sl160/vina_docking_results/1db5_protein_H.pdb,5.57458878252782,8.906,"[-0.6931472, -0.6931472, 8.831039, -0.6931472, -0.6931472, -0.6931472, -0.6931469, 28.025675]",True
/home/sl160/vina_docking_results/1db4_protein_H.pdb,5.527603150317289,9.138,"[-0.6931472, -0.6931472, 14.943495, -0.6931472, -0.6931472, -0.6931472, -0.69314605, 27.205091]",True
/home/sl160/vina_docking_results/1dg9_protein_H.pdb,3.3160502950560504,5.987,"[-0.6931472, -0.6931472, 7.8323684, -0.6931472, -0.6931472, -0.6931472, -0.6915407, 15.284952]",False
/home/sl160/vina_docking_results/1dgm_protein_H.pdb,5.01666547791601,6.969,"[-0.6931472, -0.6931472, 29.567808, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 22.977823]",False
/home/sl160/vina_docking_results/1di8_protein_H.pdb,6.261743538738114,8.92,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931097, -0.6931472, 32.79209]",True
/home/sl160/vina_docking_results/1di9_protein_H.pdb,6.199715608226697,6.952,"[-0.6931472, -0.6931472, -0.6930035, -0.6931472, -0.6931472, -0.69312954, -0.6931472, 32.439682]",False
/home/sl160/vina_docking_results/1dm2_protein_H.pdb,4.772619233941748,8.476,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6923824, -0.69314694, 24.333366]",True
/home/sl160/vina_docking_results/1dis_protein_H.pdb,6.05767059570352,8.325,"[-0.6931472, -0.6931472, 12.386013, -0.6931472, -0.6931472, -0.6931472, -0.6931333, 30.448011]",True
/home/sl160/vina_docking_results/1dtq_protein_H.pdb,2.609383838999222,8.468,"[-0.6931472, -0.6931472, 2.1062825, -0.69305444, -0.6931472, -0.6892225, -0.69129467, 11.793848]",True
/home/sl160/vina_docking_results/1dtt_protein_H.pdb,2.754817722298559,8.145,"[-0.6931472, -0.6931472, 1.982264, -0.69310254, -0.6931472, -0.6877283, -0.69183, 12.633175]",True
/home/sl160/vina_docking_results/1dzj_protein_H.pdb,5.030745519234619,6.75,"[-0.6931472, -0.6931472, 17.951885, -0.6931472, -0.6931472, -0.6931472, -0.6931469, 24.109983]",False
/home/sl160/vina_docking_results/1dx6_protein_H.pdb,5.363636031716265,9.896,"[-0.6931472, -0.6931472, 33.547215, -0.6931472, -0.6931472, -0.6931472, -0.1737932, 24.38865]",True
/home/sl160/vina_docking_results/1dzm_protein_H.pdb,5.852365485276179,8.555,"[-0.6931472, -0.6931472, 21.275114, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 28.476519]",True
/home/sl160/vina_docking_results/1e00_protein_H.pdb,4.805086133103245,5.76,"[-0.6931472, -0.6931472, 20.544842, -0.6931472, -0.6931472, -0.6931472, -0.69314665, 22.59316]",False
/home/sl160/vina_docking_results/1dzp_protein_H.pdb,8.941411989782088,8.359,"[-0.6931472, -0.6931472, 27.095356, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 45.497932]",True
/home/sl160/vina_docking_results/1e02_protein_H.pdb,5.46480560393085,6.254,"[-0.6931472, -0.6931472, 24.012619, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 26.026861]",False
/home/sl160/vina_docking_results/1e06_protein_H.pdb,5.06042959082853,6.839,"[-0.6931472, -0.6931472, 20.733562, -0.6931472, -0.6931472, -0.6931472, -0.69314694, 24.026651]",False
/home/sl160/vina_docking_results/1dmt_protein_H.pdb,6.895890256711081,9.342,"[-0.6931472, -0.6931472, 32.98305, -0.6931472, -0.6931472, -0.6931472, -0.69314694, 33.344185]",True
/home/sl160/vina_docking_results/1e1y_protein_H.pdb,4.073629387413634,9.634,"[-0.6931472, -0.6931472, 4.313845, -0.6931472, -0.6931472, -0.6931339, -0.69240916, 19.907755]",True
/home/sl160/vina_docking_results/1e5a_protein_H.pdb,7.486624739868683,3.069,"[-0.6931472, -0.6931472, 24.864647, -0.6931472, -0.6931472, -0.6931472, -0.68915313, 37.43393]",False
/home/sl160/vina_docking_results/1e66_protein_H.pdb,5.905808465240668,12.041,"[-0.6931472, -0.6931472, 25.698696, -0.6931472, -0.6931472, -0.6931472, -0.55904424, 28.327837]",True
/home/sl160/vina_docking_results/1e72_protein_H.pdb,4.622568133015203,6.476,"[-0.6931472, -0.6931472, 26.759308, -0.6931472, -0.6931472, -0.6931472, 6.30333, 18.301382]",False
/home/sl160/vina_docking_results/1eix_protein_H.pdb,1.6592731439358732,9.703,"[-0.6931472, -0.6931472, 9.061773, -0.69211245, -0.6931471, -0.6867812, -0.66944396, 5.762528]",True
/home/sl160/vina_docking_results/1els_protein_H.pdb,4.371257788912882,5.898,"[-0.6931472, -0.6931472, 16.814636, -0.6931472, -0.6931472, -0.6931472, -0.5727242, 20.420168]",False
/home/sl160/vina_docking_results/1eou_protein_H.pdb,6.34883211777992,7.222,"[-0.6931472, -0.6931472, 24.801537, -0.6931472, -0.6931472, -0.69314706, -0.69314647, 30.977476]",False
/home/sl160/vina_docking_results/1eve_protein_H.pdb,6.310800552734314,10.734,"[-0.6931472, -0.6931472, 31.734304, -0.6931472, -0.6931472, -0.6931472, -0.6598616, 30.12065]",True
/home/sl160/vina_docking_results/1err_protein_H.pdb,-1.9151313141594355,10.976,"[3.1505342, -0.69314605, -0.25104374, 5.2163935, -0.69314706, 0.5281328, -0.69308823, 0.6953124]",True
/home/sl160/vina_docking_results/1f0q_protein_H.pdb,5.7494840510286815,11.165,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931466, -0.6931472, 29.881947]",True
/home/sl160/vina_docking_results/1ezf_protein_H.pdb,6.700716020950739,11.63,"[-0.6931472, -0.6931472, 10.41156, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 34.27995]",True
/home/sl160/vina_docking_results/1f40_protein_H.pdb,3.901443971390216,7.114,"[-0.6931472, -0.6931472, -0.69310063, -0.6931472, -0.6931472, -0.6931472, -0.6905491, 19.382381]",False
/home/sl160/vina_docking_results/1f7b_protein_H.pdb,11.053267485122433,5.513,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 60.012295]",False
/home/sl160/vina_docking_results/1fbm_protein_H.pdb,8.940920846229885,8.645,"[-0.6931472, -0.6931472, -0.53235203, -0.6931472, -0.6931466, -0.6931472, -0.68735063, 47.995434]",True
/home/sl160/vina_docking_results/1f9g_protein_H.pdb,3.775670758733146,4.978,"[-0.6931472, -0.6931472, 15.407543, -0.6931472, -0.6931472, -0.6931472, -0.64615166, 17.192392]",False
/home/sl160/vina_docking_results/1fcz_protein_H.pdb,7.7017965255385885,14.394,"[-0.6931472, -0.6931472, -0.6924681, -0.6931472, -0.6931472, -0.6931472, -0.69314694, 40.972805]",True
/home/sl160/vina_docking_results/1fgi_protein_H.pdb,5.568679817696694,9.563,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931443, -0.6931466, 28.854815]",True
/home/sl160/vina_docking_results/1fdq_protein_H.pdb,4.598896978376507,6.642,"[-0.6931472, -0.6931472, 2.506644, -0.6931472, -0.6931472, -0.6931472, 0.7382091, 22.504984]",False
/home/sl160/vina_docking_results/1flm_protein_H.pdb,9.225918784948927,9.617,"[-0.6931472, -0.6931472, 12.168047, -0.6931472, -0.6931472, -0.6931472, -0.69314694, 48.466312]",True
/home/sl160/vina_docking_results/1fo2_protein_H.pdb,4.020249364120392,5.808,"[-0.6931472, -0.6931472, 9.41975, -0.6931472, -0.6931472, -0.6931472, 0.93778884, 18.514751]",False
/home/sl160/vina_docking_results/1fo3_protein_H.pdb,4.6665296605923015,7.013,"[-0.6931472, -0.6931472, 17.599815, -0.6931472, -0.6931471, -0.693147, -0.54771245, 22.016836]",False
/home/sl160/vina_docking_results/1fls_protein_H.pdb,7.073549270329431,7.699,"[-0.6931472, -0.6931472, 19.057611, -0.6931472, -0.6931472, -0.69307786, -0.6931471, 35.614902]",False
/home/sl160/vina_docking_results/1fkf_protein_H.pdb,4.6959905512204525,7.854,"[-0.6931472, -0.6931472, -0.6897933, -0.6931472, -0.6931472, -0.693147, -0.6930608, 23.896803]",False
/home/sl160/vina_docking_results/1fkb_protein_H.pdb,4.950955391848756,8.724,"[-0.6931472, -0.6931472, -0.6898415, -0.6931472, -0.6931472, -0.6931472, -0.69314694, 25.345268]",True
/home/sl160/vina_docking_results/1fpy_protein_H.pdb,23.811248766976984,5.858,"[-0.6931472, -0.6931472, 38.67252, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 128.92357]",False
/home/sl160/vina_docking_results/1ftk_protein_H.pdb,5.786289203297799,7.351,"[-0.6931472, -0.6931472, 9.371002, -0.6931472, -0.6931472, -0.6931471, -0.6911615, 29.17866]",False
/home/sl160/vina_docking_results/1fvt_protein_H.pdb,5.762574189896951,8.33,"[-0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6931472, -0.6930361, -0.6931472, 29.956442]",True
/home/sl160/vina_docking_results/1fw0_protein_H.pdb,6.200268760414427,7.067,"[-0.6931472, -0.6931472, 15.543983, -0.6931472, -0.6931472, -0.6931471, -0.6920091, 30.971617]",False
/home/sl160/vina_docking_results/1g05_protein_H.pdb,6.184855455457006,8.514,"[-0.6931472, -0.6931472, 15.725609, -0.6931472, -0.6931472, -0.6929866, -0.6931329, 30.868223]",True
/home/sl160/vina_docking_results/1fmb_protein_H.pdb,4.788348202792805,6.711,"[-0.6931472, -0.6931472, 16.099411, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 22.900743]",False
/home/sl160/vina_docking_results/1g27_protein_H.pdb,4.254491807645396,6.454,"[-0.6931472, -0.6931472, -0.5203399, -0.6931472, -0.6931472, -0.6931472, -0.69293123, 21.373285]",False
/home/sl160/vina_docking_results/1g2a_protein_H.pdb,4.611380583187603,7.568,"[-0.6931472, -0.6931472, -0.68257993, -0.6931472, -0.6931472, -0.6931472, -0.6931468, 23.415522]",False
/home/sl160/vina_docking_results/1g4k_protein_H.pdb,6.900207518300049,9.706,"[-0.6931472, -0.6931472, 22.63681, -0.6931472, -0.6931472, -0.69256294, -0.6931472, 34.30657]",True
/home/sl160/vina_docking_results/1g2k_protein_H.pdb,13.292175285220358,10.705,"[-0.6931472, -0.6931472, -0.6547374, -0.6931472, -0.6931472, -0.6931472, -0.6931472, 72.72786]",True
/home/sl160/vina_docking_results/1g50_protein_H.pdb,5.926260952052974,11.06,"[-0.6931472, -0.6931472, -0.6193454, -0.6931472, -0.6931472, -0.69313645, -0.6931472, 30.87953]",True
